Date,Close,Contrast;,Fluctuation,Poetry,High,Low,Volume,Transaction price,Market capitalization,Stocks
2021-08-18,1590,25,1.6,1545,1615,1530,110241,173878845,44949280920,28269988
2021-08-17,1565,-65,-3.99,1615,1615,1545,300651,477395410,44242531220,28269988
2021-08-13,1630,0,0,1640,1665,1585,176389,283760900,46080080440,28269988
2021-08-12,1630,0,0,1600,1660,1585,220624,358979235,46080080440,28269988
2021-08-11,1630,-120,-6.86,1735,1750,1605,983364,1635078840,46080080440,28269988
2021-08-10,1750,-20,-1.13,1765,1765,1700,351471,605239570,49472479000,28269988
2021-08-09,1770,-15,-0.84,1825,1830,1755,276935,492910525,50037878760,28269988
2021-08-06,1785,-10,-0.56,1800,1860,1775,457751,828909245,50461928580,28269988
2021-08-05,1795,0,0,1810,1810,1770,181801,324880950,50744628460,28269988
2021-08-04,1795,60,3.46,1735,1830,1720,750857,1347561735,50744628460,28269988
2021-08-03,1735,-35,-1.98,1775,1775,1720,169594,295096905,49048429180,28269988
2021-08-02,1770,50,2.91,1705,1770,1700,248945,429659145,50037878760,28269988
2021-07-30,1720,-70,-3.91,1790,1800,1715,311548,543315765,48624379360,28269988
2021-07-29,1790,60,3.47,1730,1790,1715,204825,359164765,50603278520,28269988
2021-07-28,1730,-25,-1.42,1750,1790,1715,305883,533773940,48907079240,28269988
2021-07-27,1755,65,3.85,1690,1820,1685,703074,1240281270,49613828940,28269988
2021-07-26,1690,-45,-2.59,1735,1740,1690,292909,500486295,47776279720,28269988
2021-07-23,1735,5,0.29,1730,1740,1705,191840,331121820,49048429180,28269988
2021-07-22,1730,5,0.29,1715,1735,1715,113666,196016610,48907079240,28269988
2021-07-21,1725,-10,-0.58,1730,1745,1715,89990,155081110,48765729300,28269988
2021-07-20,1735,15,0.87,1715,1740,1670,196116,335049820,49048429180,28269988
2021-07-19,1720,-30,-1.71,1750,1750,1705,208953,360168240,48624379360,28269988
2021-07-16,1750,-5,-0.28,1755,1765,1735,167355,292032070,49472479000,28269988
2021-07-15,1755,5,0.29,1745,1770,1740,146991,256964515,49613828940,28269988
2021-07-14,1750,15,0.86,1745,1760,1720,183448,318692090,49472479000,28269988
2021-07-13,1735,10,0.58,1730,1745,1725,77065,133487475,49048429180,28269988
2021-07-12,1725,15,0.88,1700,1735,1690,198198,339481490,48765729300,28269988
2021-07-09,1710,-35,-2.01,1745,1745,1665,353638,600617650,48341679480,28269988
2021-07-08,1745,-15,-0.85,1760,1780,1735,250801,439430880,49331129060,28269988
2021-07-07,1760,-50,-2.76,1810,1810,1760,421358,750297190,49755178880,28269988
2021-07-06,1810,5,0.28,1805,1815,1780,153362,275923795,51168678280,28269988
2021-07-05,1805,20,1.12,1785,1815,1765,239130,428375375,51027328340,28269988
