Date,Close,Contrast;,Fluctuation,Poetry,High,Low,Volume,Transaction price,Market capitalization,Stocks
2021-02-23,21300,300,1.43,20750,21450,20550,21186,443508300,1.71927E+11,8071688
2021-02-22,21000,-300,-1.41,21500,21500,20850,19627,415356650,1.69505E+11,8071688
2021-02-19,21300,400,1.91,20500,21300,20400,25898,539486700,1.71927E+11,8071688
2021-02-18,20900,-1000,-4.57,21700,21900,20800,25623,547753200,1.68698E+11,8071688
2021-02-17,21900,0,0,21950,22350,21500,28846,625694450,1.7677E+11,8071688
2021-02-16,21900,450,2.1,21450,22250,21200,24657,535928800,1.7677E+11,8071688
2021-02-15,21450,-400,-1.83,21850,22000,21050,29634,636703850,1.73138E+11,8071688
2021-02-10,21850,-900,-3.96,22800,22950,21250,79343,1738153250,1.76366E+11,8071688
2021-02-09,22750,1850,8.85,21650,23400,20450,189159,4224416900,1.83631E+11,8071688
2021-02-08,20900,50,0.24,20650,21350,20150,63618,1322640050,1.68698E+11,8071688
2021-02-05,20850,700,3.47,20150,21500,19500,72415,1475549550,1.68295E+11,8071688
2021-02-04,20150,-350,-1.71,20250,21900,19600,235066,4928024700,1.62645E+11,8071688
2021-02-03,20500,2500,13.89,17900,20850,17900,438172,8668827100,1.6547E+11,8071688
2021-02-02,18000,900,5.26,17150,19000,17150,182569,3341226200,1.4529E+11,8071688
2021-02-01,17100,-100,-0.58,16900,17700,16700,31581,541091750,1.38026E+11,8071688
2021-01-29,17200,-1200,-6.52,18850,18900,16800,97849,1713872350,1.38833E+11,8071688
2021-01-28,18400,500,2.79,17600,18700,17200,79044,1413638650,1.48519E+11,8071688
2021-01-27,17900,650,3.77,17700,17900,16950,57779,1016945400,1.44483E+11,8071688
2021-01-26,17250,-750,-4.17,18200,18950,17250,114771,2072867950,1.39237E+11,8071688
2021-01-25,18000,0,0,17950,18850,17500,74178,1349662100,1.4529E+11,8071688
2021-01-22,18000,-100,-0.55,17950,18550,17600,60689,1097672900,1.4529E+11,8071688
2021-01-21,18100,-450,-2.43,18400,18400,17600,61182,1097681850,1.46098E+11,8071688
2021-01-20,18550,-150,-0.8,18700,19400,18250,132904,2489148050,1.4973E+11,8071688
2021-01-19,18700,1600,9.36,17300,21500,17100,745174,14343980350,1.50941E+11,8071688
2021-01-18,17100,-1550,-8.31,18050,18100,17000,147839,2564663150,1.38026E+11,8071688
2021-01-15,18650,2600,16.2,16050,19400,15850,556388,10032921750,1.50537E+11,8071688
2021-01-14,16050,1100,7.36,14800,16250,14700,94810,1490581100,1.29551E+11,8071688
2021-01-13,14950,-200,-1.32,15150,15400,14650,23890,357157950,1.20672E+11,8071688
2021-01-12,15150,900,6.32,14200,15950,13900,72787,1093907100,1.22286E+11,8071688
2021-01-11,14250,-1150,-7.47,15100,15300,14100,61878,907137400,1.15022E+11,8071688
2021-01-08,15400,150,0.98,15100,15700,14500,71166,1078238400,1.24304E+11,8071688
2021-01-07,15250,-250,-1.61,15700,15850,15050,72418,1111135400,1.23093E+11,8071688
2021-01-06,15500,900,6.16,14650,17400,14650,325374,5106372850,1.25111E+11,8071688
2021-01-05,14600,850,6.18,13750,15150,13600,141235,2053326850,1.17847E+11,8071688
2021-01-04,13750,-50,-0.36,14350,14350,13700,32336,449601800,1.10986E+11,8071688
2020-12-30,13800,400,2.99,13250,14350,13200,63527,881924550,1.11389E+11,8071688
2020-12-29,13400,800,6.35,12750,13400,12650,36539,481666850,1.08161E+11,8071688
2020-12-28,12600,-450,-3.45,12950,13450,12500,39868,517868650,1.01703E+11,8071688
2020-12-24,13050,250,1.95,12700,13300,12700,44538,581064750,1.05336E+11,8071688
2020-12-23,12800,-250,-1.92,13050,13350,12750,46207,600575100,1.03318E+11,8071688
2020-12-22,13050,-1050,-7.45,13850,13850,13000,92923,1242222800,1.05336E+11,8071688
2020-12-21,14100,-700,-4.73,14650,14650,13850,101651,1434829350,1.13811E+11,8071688
2020-12-18,14800,450,3.14,14350,14800,14000,111098,1600952500,1.19461E+11,8071688
2020-12-17,14350,-1050,-6.82,14900,15250,13950,174836,2544115600,1.15829E+11,8071688
2020-12-16,15400,200,1.32,15800,15900,15050,201531,3114058400,1.24304E+11,8071688
2020-12-15,15200,50,0.33,15050,16200,14700,564037,8712766250,1.2269E+11,8071688
2020-12-14,15150,350,2.36,14750,15200,14400,266865,3972717350,1.22286E+11,8071688
2020-12-11,14800,-400,-2.63,15100,15150,14400,266527,3946145050,1.19461E+11,8071688
2020-12-10,15200,1250,8.96,14900,17600,13900,2539968,39665071950,1.2269E+11,8071688
2020-12-09,13950,3200,29.77,11000,13950,11000,376164,5148652950,1.126E+11,8071688
2020-12-08,10750,750,7.5,9990,11850,9950,147355,1596910320,86770646000,8071688
2020-12-07,10000,0,0,10000,10250,9720,41811,414963570,80716880000,8071688
2020-12-04,10000,-250,-2.44,10200,10750,9960,76424,784290470,80716880000,8071688
2020-12-03,10250,810,8.58,9800,11800,9670,506505,5507106190,82734802000,8071688
2020-12-02,9440,130,1.4,9370,9450,9260,9419,88127980,76196734720,8071688
2020-12-01,9310,290,3.22,9120,9390,8990,13931,128581490,75147415280,8071688
2020-11-30,9020,-40,-0.44,9060,9150,8910,13486,121464030,72806625760,8071688
2020-11-27,9060,70,0.78,9100,9100,8970,5856,52808210,73129493280,8071688
2020-11-26,8990,-110,-1.21,9100,9180,8940,8542,76974320,72564475120,8071688
2020-11-25,9100,50,0.55,9050,9220,9010,9013,82330160,73452360800,8071688
2020-11-24,9050,-50,-0.55,9110,9250,9030,22971,210011970,73048776400,8071688
2020-11-23,9100,-40,-0.44,9140,9170,9000,4858,44065980,73452360800,8071688
2020-11-20,9140,40,0.44,9100,9240,9040,5121,46642900,73775228320,8071688
2020-11-19,9100,10,0.11,9100,9160,8900,10103,90951660,73452360800,8071688
2020-11-18,9090,60,0.66,8850,9100,8850,8202,74130630,73371643920,8071688
2020-11-17,9030,10,0.11,9030,9230,8930,6907,62486640,72887342640,8071688
2020-11-16,9020,80,0.89,8990,9210,8940,15301,137856450,72806625760,8071688
2020-11-13,8940,90,1.02,8850,8940,8700,5886,52233130,72160890720,8071688
2020-11-12,8850,-80,-0.9,8960,8990,8600,11591,101265670,71434438800,8071688
2020-11-11,8930,-200,-2.19,9170,9170,8510,11897,106049690,72080173840,8071688
2020-11-10,9130,60,0.66,9070,9260,9010,6491,59261640,73694511440,8071688
2020-11-09,9070,380,4.37,8880,9110,8700,24496,219130030,73210210160,8071688
2020-11-06,8690,-260,-2.91,8880,8980,8500,23557,205217020,70142968720,8071688
2020-11-05,8950,-30,-0.33,8980,9040,8830,26644,236456330,72241607600,8071688
2020-11-04,8980,-20,-0.22,9090,9100,8900,7447,66797870,72483758240,8071688
2020-11-03,9000,80,0.9,8920,9090,8880,5819,52195890,72645192000,8071688
2020-11-02,8920,110,1.25,8810,9020,8800,9662,85566980,71999456960,8071688
2020-10-30,8810,-290,-3.19,9280,9280,8810,4719,42250640,71111571280,8071688
2020-10-29,9100,-60,-0.66,9050,9100,8790,10398,92787290,73452360800,8071688
2020-10-28,9160,90,0.99,9100,9190,8860,5178,46874000,73936662080,8071688
2020-10-27,9070,220,2.49,8600,9070,8600,16440,144750030,73210210160,8071688
2020-10-26,8850,-170,-1.88,9030,9120,8700,14440,127357250,71434438800,8071688
2020-10-23,9020,-590,-6.14,9680,9680,9010,50575,464809080,72806625760,8071688
2020-10-22,9610,30,0.31,9580,9660,9350,9299,89148330,77568921680,8071688
2020-10-21,9580,-10,-0.1,9340,9600,9300,16578,156003790,77326771040,8071688
2020-10-20,9590,-270,-2.74,9520,9760,9350,24105,228706270,77407487920,8071688
2020-10-19,9860,-440,-4.27,10100,10300,9820,20823,207091950,79586843680,8071688
2020-10-16,10300,-200,-1.9,10350,10550,9950,21935,222814800,83138386400,8071688
2020-10-15,10500,0,0,10400,10600,10200,20705,214860050,84752724000,8071688
2020-10-14,10500,-300,-2.78,10700,10800,10300,20539,215188150,84752724000,8071688
2020-10-13,10800,0,0,10850,10850,10550,5527,58777050,87174230400,8071688
2020-10-12,10800,200,1.89,10600,10850,10600,4146,44589600,87174230400,8071688
2020-10-08,10600,-400,-3.64,10950,11000,10450,30010,320273300,85559892800,8071688
2020-10-07,11000,50,0.46,11000,11200,10850,4808,52650400,88788568000,8071688
2020-10-06,10950,-100,-0.9,11050,11250,10900,7392,81571600,88384983600,8071688
2020-10-05,11050,-350,-3.07,11200,11400,10950,9258,102489700,89192152400,8071688
