,Date,Asian economy,D&C,Digital_joseon,Ncsoft_Corporation,Play with,Vespa,Comtec_Systems,Samsung_SDS,Sultrux,CJ Cheiljedang,Hantop,Harim,Hyundai Motor,Kia Corporation,KR motors,Didim,Kangwon Land,Modutour,Korean_Air_Lines,T'Way Air ,Yerimdang,HMM,KSS Line ,Tewoong,Koreaeset,Samsung_Securities,Shinyoung Securitie,Co_num
0,2021-10-15,3780,39600,3170,630000,9870,11400,1635.0,204000,28400.0,249500.0,1365,28400.0,118000.0,41600.0,1015,1825,28700.0,26550,26850.0,3273.64917,2825,3650,7430.0,7990,12350,37850,53800.0,582
1,2021-10-14,3730,39500,2990,632000,9990,10500,1620.0,204000,27550.0,251000.0,1350,27550.0,117000.0,41600.0,1015,1825,28350.0,26700,26150.0,3178.242432,2775,3565,7480.0,7800,12200,37700,53800.0,676
2,2021-10-13,3520,39200,2975,643000,10400,10150,1645.0,206000,26450.0,250500.0,1295,26450.0,127000.0,42600.0,1010,1820,28850.0,26800,26500.0,3196.131104,2750,3585,7480.0,7310,11700,38300,53800.0,748
3,2021-10-12,3380,39300,2985,646000,10400,9970,1625.0,205000,26950.0,249500.0,1280,26950.0,130500.0,43400.0,987,1785,28600.0,26500,25400.0,3202.093994,2725,3635,7400.0,6850,11400,38100,53700.0,574
4,2021-10-08,3565,37950,2965,644000,10650,10900,1545.0,195000,27850.0,242500.0,1315,27850.0,131000.0,42700.0,994,1840,27650.0,26150,23700.0,2921.836182,2820,3475,7220.0,6960,11800,36350,53100.0,715
5,2021-10-07,3370,38550,2960,649000,9950,10800,1565.0,198000,25250.0,237500.0,1310,25250.0,131000.0,42550.0,982,1895,27300.0,27100,23850.0,2912.891846,2845,3500,7250.0,7000,11800,36350,52900.0,756
6,2021-10-06,3100,37200,2705,655000,9740,10900,1535.0,201000,23250.0,235500.0,1275,23250.0,127500.0,41950.0,951,1805,28000.0,26600,23800.0,2844.318115,2845,3500,7140.0,6630,11300,35400,52600.0,819
7,2021-10-05,3310,38600,2810,636000,10050,11500,1460.0,194000,24500.0,237500.0,1310,24500.0,125000.0,40900.0,948,1855,27550.0,28050,23650.0,2766.800049,2915,3475,6980.0,6930,12100,35250,53000.0,691
8,2021-10-01,3515,40600,2895,640000,10000,12200,1475.0,191500,25450.0,237500.0,1350,25450.0,123500.0,40100.0,990,1905,27100.0,27300,24150.0,2826.429443,2890,3400,7030.0,7210,12750,35000,52600.0,802
9,2021-09-30,3690,41550,3000,656000,9860,12500,1515.0,194000,26750.0,239500.0,1400,26750.0,124000.0,40250.0,1015,1950,26800.0,27650,25750.0,2865.188477,2975,3475,7000.0,7470,13200,34900,52500.0,858
10,2021-09-29,3790,42250,2980,657000,9620,13150,1510.0,193000,26700.0,241500.0,1340,26700.0,124000.0,39400.0,1015,1930,26750.0,28200,26000.0,2865.188477,2975,3520,7410.0,7460,13200,35350,52500.0,1052
11,2021-09-28,3985,41400,3005,670000,9800,12000,1530.0,200000,28350.0,247000.0,1365,28350.0,132000.0,41300.0,1025,1880,27650.0,27700,27000.0,2859.225586,2960,3530,7630.0,7570,13650,36700,52700.0,1051
12,2021-09-27,4185,42300,3165,672000,9970,12600,1525.0,198000,29100.0,243500.0,1400,29100.0,131000.0,40500.0,1050,1980,27300.0,28400,26900.0,2862.207031,2980,3525,7630.0,7610,13150,35850,52700.0,847
13,2021-09-24,4095,40950,3165,648000,10050,13300,1560.0,198500,29100.0,244000.0,1410,29100.0,130000.0,40650.0,1035,2030,27050.0,28500,26300.0,2886.058594,2970,3710,7630.0,7440,13500,35300,52600.0,1216
14,2021-09-23,4185,38700,3205,644000,9920,13800,1580.0,199500,29050.0,255000.0,1430,29050.0,132500.0,41350.0,1055,2020,26950.0,28800,26100.0,2832.392334,3015,3800,7710.0,7340,13800,35500,52900.0,911
15,2021-09-17,4435,39950,3160,650000,10000,13850,1580.0,200500,29050.0,266500.0,1475,29050.0,136000.0,41650.0,1065,2075,27200.0,27350,26100.0,2957.61377,2945,3820,7690.0,7600,13900,35450,52800.0,701
16,2021-09-16,4340,40500,3120,629000,9970,14300,1590.0,198000,29300.0,275500.0,1475,29300.0,133000.0,41250.0,1070,2100,26850.0,26700,26050.0,2880.095703,2960,3815,7690.0,7660,13550,35300,52600.0,762
17,2021-09-15,4365,40500,3190,657000,10050,14050,1595.0,200000,29300.0,276000.0,1520,29300.0,133500.0,41650.0,1075,2110,26650.0,27100,25650.0,2886.058594,2940,3825,7700.0,7690,13700,35250,52600.0,719
18,2021-09-14,4610,40900,3250,658000,10150,13900,1615.0,201500,29150.0,271000.0,1525,29150.0,135500.0,41450.0,1090,2060,26450.0,26900,25300.0,2868.169922,3050,3980,7770.0,7770,13550,35250,53000.0,795
19,2021-09-13,4555,40750,3200,655000,9850,13350,1565.0,199000,28800.0,268500.0,1500,28800.0,132500.0,41350.0,1095,2055,26200.0,25500,16591.36328,2874.132813,2930,3860,7690.0,7580,13450,35500,52700.0,534
20,2021-09-10,4700,40750,3315,687000,9980,14000,1545.0,199000,28850.0,274500.0,1505,28850.0,131500.0,41300.0,1100,2155,26250.0,25850,16421.7168,2814.503418,3020,3710,7650.0,7930,13200,35750,52600.0,649
21,2021-09-09,4830,40600,3285,676000,10000,14250,1510.0,195500,28800.0,273500.0,1505,28800.0,130000.0,40550.0,1090,2135,25800.0,25550,16048.49707,2796.614746,2975,3625,7670.0,8030,13400,35700,52400.0,678
22,2021-09-08,4850,41150,3350,669000,10100,14200,1475.0,191500,29200.0,267500.0,1510,29200.0,128000.0,40050.0,1115,2145,25050.0,25700,15980.63867,2653.504395,2990,3500,7970.0,8100,13900,35100,52300.0,654
23,2021-09-07,4385,42050,3385,663000,10150,15000,1400.0,182000,29900.0,263000.0,1555,29900.0,122500.0,38600.0,1110,2150,23800.0,25600,14996.69238,2358.339355,3025,3345,7740.0,8270,13900,33900,51200.0,691
24,2021-09-06,4240,42600,3380,669000,10150,15050,1445.0,183000,29900.0,262000.0,1575,29900.0,122500.0,38150.0,1120,2185,24150.0,25000,15234.19629,2385.172607,3000,3395,7810.0,8100,14350,34300,51100.0,476
25,2021-09-03,4195,41950,3415,672000,10350,15950,1425.0,179500,30200.0,264500.0,1580,30200.0,122500.0,38150.0,1125,2095,23600.0,24900,15573.48828,2367.283691,3055,3380,7840.0,8130,13000,34000,50500.0,558
26,2021-09-02,4450,42400,3475,654000,10800,15950,1380.0,173000,30150.0,259000.0,1585,30150.0,121000.0,37700.0,1130,2070,23850.0,25050,15573.48828,2319.580322,3060,3340,7880.0,8110,13000,34000,50200.0,550
27,2021-09-01,4355,43100,3500,649000,10750,16150,1280.0,166500,30050.0,244000.0,1585,30050.0,115000.0,36250.0,1130,2110,22800.0,25050,15132.40918,2230.13623,3060,3255,7630.0,8210,12950,33100,49650.0,549
28,2021-08-31,4300,41900,3415,661000,10200,17750,1340.0,168000,29750.0,247000.0,1590,29750.0,113500.0,34500.0,1125,2145,23050.0,24850,15132.40918,2265.913818,3010,3320,7690.0,8230,12600,32950,49600.0,670
29,2021-08-30,4285,42650,3450,679000,10200,17650,1305.0,169500,30100.0,249500.0,1600,30100.0,112500.0,34900.0,1130,2225,23350.0,25150,15200.26758,2340.450439,3000,3405,7680.0,8240,12800,33200,50400.0,455
30,2021-08-27,4090,41200,3410,720000,10100,20850,1380.0,179500,30050.0,258500.0,1610,30050.0,113000.0,35750.0,1115,2075,23650.0,24300,16286.00098,2352.376465,2985,3525,7780.0,8070,12700,34300,50900.0,562
31,2021-08-26,4075,40800,3390,711000,9900,24800,1380.0,181000,29600.0,259500.0,1605,29600.0,114000.0,35900.0,1115,2100,24450.0,24300,17032.44336,2543.190186,2980,3730,7930.0,8060,12850,34900,51500.0,561
32,2021-08-25,4040,41100,3375,700000,10000,28300,1365.0,178000,30000.0,261500.0,1585,30000.0,110500.0,34650.0,1105,2085,23950.0,24250,16150.28418,2409.02417,3035,3670,7950.0,8090,13300,34400,51600.0,564
33,2021-08-24,3960,41900,3370,700000,10000,27200,1365.0,178000,30250.0,261500.0,1560,30250.0,110500.0,34650.0,1100,2130,23950.0,23600,16150.28418,2280.821289,2935,3670,7950.0,8190,14200,34400,51600.0,699
34,2021-08-23,3825,40500,3245,676000,9760,27150,1290.0,169500,29150.0,249500.0,1520,29150.0,102000.0,31950.0,1060,2110,23400.0,22300,15980.63867,2265.913818,2825,3430,7700.0,8040,12550,33550,50200.0,429
35,2021-08-20,3585,40050,3055,666000,9490,26550,1230.0,166500,28200.0,246000.0,1490,28200.0,100000.0,31800.0,1050,2115,23050.0,21800,15437.77148,2209.266113,2740,3430,7550.0,7820,12300,33100,49950.0,524
36,2021-08-19,3865,41750,3180,666000,9660,27000,1200.0,166500,29700.0,246000.0,1570,29700.0,100000.0,31800.0,1100,2285,23050.0,21800,15437.77148,1961.804321,2900,3430,7550.0,8400,13100,33100,49950.0,558
37,2021-08-18,4085,43500,3435,641000,10100,27450,1045.0,152000,30700.0,222000.0,1590,30700.0,87200.0,28850.0,1135,2200,21250.0,23000,13978.81738,1756.083252,3025,3060,6900.0,9110,13800,31400,47100.0,565
38,2021-08-17,3950,42400,3295,595000,9940,26700,1030.0,148500,30750.0,218000.0,1565,30750.0,82900.0,27100.0,1105,2180,20900.0,22500,13639.52539,1779.934937,3035,2990,6650.0,9450,13800,30050,46500.0,514
39,2021-08-13,4140,44300,3480,577000,10550,27000,1035.0,143000,32800.0,214000.0,1630,32800.0,80100.0,25350.0,1140,2255,19800.0,23600,13435.95117,1729.25,3055,3000,6520.0,10150,14550,29300,46000.0,516
40,2021-08-12,4215,45600,3560,570000,10850,27800,941.0,141000,33800.0,210000.0,1630,33800.0,73500.0,25300.0,1165,2215,18500.0,24500,12282.35938,1598.065552,3075,2825,6350.0,10100,14750,28500,45800.0,525
41,2021-08-11,4175,45750,3575,530000,11000,27750,740.0,139000,33350.0,155000.0,1630,33350.0,65900.0,22550.0,1180,2055,16900.0,24300,9228.734375,1228.363892,3100,2325,5680.0,9930,15000,24400,41900.0,533
42,2021-08-10,4170,46250,3690,567000,10850,28550,816.0,145000,34500.0,188000.0,1750,34500.0,71100.0,24150.0,1195,2095,17400.0,24400,10348.39648,1290.974609,3155,2425,5940.0,9460,14900,23900,42900.0,658
43,2021-08-09,4245,46050,3730,572000,11250,28500,800.0,137000,35150.0,172500.0,1770,35150.0,68900.0,21500.0,1200,2135,16250.0,25200,9703.742188,1234.326782,3200,2190,5640.0,9630,16250,20800,39600.0,357
44,2021-08-06,4600,45350,3810,649000,11450,29600,894.0,146000,34100.0,191000.0,1785,34100.0,74800.0,23100.0,1225,2080,18250.0,25500,10178.75098,1267.122925,3300,2340,5880.0,9540,16600,23350,40400.0,517
45,2021-08-05,4790,45800,3880,651000,11500,30150,947.0,148500,34200.0,203000.0,1795,34200.0,84500.0,25150.0,1235,2135,19350.0,25050,11773.42188,1511.603027,3305,2600,6120.0,9630,16750,27400,42350.0,465
46,2021-08-04,4645,46200,3870,625000,11100,30700,986.0,143500,33650.0,200000.0,1795,33650.0,84900.0,25050.0,1215,2165,19600.0,25500,12452.00488,1654.713379,3265,2660,6270.0,9470,14850,26850,45450.0,465
47,2021-08-03,4615,46000,3780,622000,11000,30050,991.0,146000,31950.0,203500.0,1735,31950.0,86400.0,25500.0,1190,2115,20050.0,24250,12859.15527,1690.490967,3190,2665,6370.0,9390,14200,27800,47100.0,485
48,2021-08-02,4730,47000,3950,624000,11500,31400,1030.0,151500,31800.0,213500.0,1770,31800.0,85400.0,24950.0,1230,2190,19300.0,24050,12689.50879,1684.528076,3295,2805,6400.0,9600,14750,28300,45350.0,304
49,2021-07-30,4745,46650,3795,652000,11400,31250,1065.0,149500,32500.0,216000.0,1720,32500.0,88700.0,26000.0,1235,2130,19750.0,24500,12689.50879,1738.194458,3255,3100,6640.0,9560,15500,29350,46050.0,468
50,2021-07-29,4900,47350,3715,618000,11850,31100,1125.0,141000,33000.0,214000.0,1790,33000.0,85400.0,25550.0,1255,2115,18450.0,24450,12791.29688,1747.138794,3340,3150,6650.0,9520,15700,27250,45850.0,492
51,2021-07-28,4980,47000,3715,656000,11900,31000,1170.0,144000,33100.0,228000.0,1730,33100.0,86600.0,25800.0,1235,2100,18700.0,24150,12893.08398,1762.046143,3330,3270,6600.0,9650,15150,27750,45950.0,511
52,2021-07-27,5140,47850,3835,647000,12600,30600,1245.0,144500,32800.0,230500.0,1755,32800.0,86300.0,25400.0,1250,2025,18650.0,24250,12655.58008,1723.287109,3325,3215,6760.0,9770,15300,27300,45950.0,612
53,2021-07-26,5190,47400,3800,678000,12750,30900,1285.0,154500,34200.0,245500.0,1690,34200.0,88800.0,26800.0,1240,2000,20000.0,23950,12689.50879,1750.120361,3365,3240,6890.0,9730,16600,28700,46050.0,344
54,2021-07-23,4910,49000,3925,675000,12450,30300,1290.0,156500,34000.0,248000.0,1735,34000.0,90400.0,28250.0,1275,2050,20700.0,24600,12994.87207,1797.82373,3435,3250,7080.0,9730,18950,28900,46300.0,462
55,2021-07-22,4930,48200,3875,663000,12350,31400,1295.0,156500,33300.0,243500.0,1730,33300.0,90000.0,28250.0,1295,2005,20750.0,24850,12960.94238,1872.360352,3370,3260,6940.0,9660,18350,28000,46200.0,517
56,2021-07-21,4790,46700,3925,655000,12050,31250,1305.0,156500,32650.0,238500.0,1725,32650.0,97100.0,30150.0,1280,2000,23300.0,23650,13537.73828,2036.341064,3295,3280,6970.0,9230,17150,28400,46300.0,496
57,2021-07-20,4985,47050,3950,650000,12300,31200,1260.0,157500,33250.0,231500.0,1735,33250.0,99700.0,31000.0,1300,2040,24100.0,24000,13809.17188,2227.154785,3335,3290,7040.0,9350,18350,28750,46500.0,606
58,2021-07-19,4680,47250,4265,651000,12600,31200,1215.0,152000,31550.0,229000.0,1720,31550.0,97800.0,29500.0,1295,2110,23400.0,24350,13266.30469,2075.100098,3380,3460,7060.0,9330,15150,27800,45900.0,394
59,2021-07-16,5070,47550,4240,656000,13450,30400,1265.0,157000,31700.0,236000.0,1750,31700.0,100000.0,29850.0,1290,2090,23700.0,24950,13300.23438,2060.192627,3470,3585,7140.0,9290,15350,28300,46200.0,560
60,2021-07-15,5400,47000,4340,655000,13200,30700,1290.0,158000,32000.0,237000.0,1755,32000.0,99100.0,29000.0,1270,2105,24700.0,24700,13300.23438,2098.951904,3515,3705,7130.0,9260,14650,27450,46000.0,569
61,2021-07-14,5350,47400,4285,649000,13200,31500,1300.0,164000,31650.0,237000.0,1750,31650.0,100500.0,29900.0,1265,2155,24950.0,24300,14182.39258,2227.154785,3510,3655,7120.0,9300,14550,28850,46250.0,519
62,2021-07-13,5610,48250,4310,642000,11850,31300,1310.0,166000,32150.0,235500.0,1735,32150.0,97600.0,29350.0,1265,2210,24400.0,24900,13266.30469,2331.506104,3550,3750,7030.0,9470,15050,28250,46400.0,637
63,2021-07-12,5410,48250,4340,642000,12050,29600,1275.0,165500,31150.0,233500.0,1725,31150.0,93500.0,28850.0,1265,2160,24650.0,24700,12994.87207,2271.876709,3575,3685,6980.0,9440,15100,27850,45400.0,417
64,2021-07-09,5370,46000,4175,677000,11850,28550,1345.0,166000,30300.0,236000.0,1710,30300.0,92600.0,28400.0,1210,2130,24800.0,24500,13062.72949,2343.431885,3535,3650,6990.0,9280,15850,27850,44750.0,509
65,2021-07-08,5420,47150,4225,661000,11750,28350,1370.0,163000,30700.0,250000.0,1745,30700.0,92400.0,28800.0,1220,2270,24450.0,24700,13402.02148,2343.431885,3645,3680,7100.0,9490,16800,27850,44950.0,503
66,2021-07-07,5890,46650,4245,653000,11750,27200,1345.0,157000,30900.0,259000.0,1760,30900.0,90100.0,27700.0,1220,2185,24150.0,25750,13435.95117,2289.765625,3795,3710,6900.0,9770,17500,27300,44350.0,550
67,2021-07-06,6050,45850,4290,630000,11900,27950,1360.0,159000,30750.0,274000.0,1810,30750.0,91600.0,28600.0,1210,2095,24700.0,26400,13503.80957,2283.802734,3790,3670,6950.0,9770,15250,28350,44350.0,582
68,2021-07-05,6050,44000,4240,648000,12000,27650,1405.0,158500,30500.0,269500.0,1805,30500.0,93200.0,29250.0,1210,2050,25200.0,25950,13368.09277,2337.468994,3525,3600,7180.0,10100,16350,28400,44700.0,320
69,2021-07-02,6560,44050,4245,643000,11200,27200,1385.0,162500,30450.0,272500.0,1785,30450.0,93600.0,29650.0,1215,2100,25050.0,25700,13435.95117,2316.598877,3545,3610,7300.0,10100,12600,30100,46000.0,359
70,2021-07-01,6580,44400,4080,624000,11100,27250,1266.550781,156500,30450.0,271000.0,1785,30450.0,91500.0,28700.0,1235,2230,24400.0,25800,12960.94238,2268.895264,3460,3505,7160.0,9740,12650,28950,45300.0,346
71,2021-06-30,6460,44400,4100,641000,11350,26200,1266.550781,162000,30000.0,286500.0,1800,30000.0,93200.0,29150.0,1225,2080,24400.0,26350,12723.43848,2245.043701,3465,3495,7300.0,9570,12750,29300,45000.0,333
72,2021-06-29,6120,44350,4220,646000,11700,26150,1271.058105,177000,30100.0,284500.0,1775,30100.0,92600.0,29000.0,1255,2165,24550.0,26300,12994.87207,2265.913818,3520,3600,7250.0,9450,12650,28900,45100.0,375
73,2021-06-28,5460,44100,4435,679000,11550,25850,1275.56543,176000,29900.0,277000.0,1780,29900.0,94500.0,30500.0,1215,2185,24900.0,26650,13028.80078,2268.895264,3485,3645,7430.0,9500,12700,28950,44600.0,205
74,2021-06-25,5180,45100,4310,699000,11100,25850,1284.579956,180500,29850.0,273500.0,1780,29850.0,93700.0,30550.0,1210,2185,24500.0,27250,12791.29688,2218.210449,3490,3765,7370.0,9330,13100,28500,44650.0,263
75,2021-06-24,5050,45950,4360,747000,11100,25750,1280.072754,176000,30050.0,287500.0,1760,30050.0,91900.0,29700.0,1200,2130,23800.0,26900,12418.07617,2116.840576,3450,3705,7350.0,9080,12650,27700,44300.0,269
76,2021-06-23,4935,45950,4560,721000,10850,25750,1275.56543,179000,30350.0,292000.0,1790,30350.0,93100.0,29700.0,1210,2195,22800.0,27700,12350.21777,2104.914795,3430,3680,7400.0,9230,12550,27550,43850.0,252
77,2021-06-22,4970,44450,4735,753000,11050,25800,1234.999756,174500,30400.0,301000.0,1815,30400.0,92300.0,28700.0,1255,2270,22500.0,27950,12825.22559,2033.359497,3485,3695,7390.0,9090,12650,27200,44200.0,236
78,2021-06-21,5000,44300,5050,745000,10850,26800,1216.970459,175000,30350.0,308500.0,1835,30350.0,92300.0,29100.0,1230,2260,23000.0,27650,12350.21777,2033.359497,3530,3735,7560.0,9070,12850,27250,44400.0,131
79,2021-06-18,5150,44300,6500,727000,11450,27200,1212.463257,172000,30150.0,308000.0,1850,30150.0,91900.0,29350.0,1260,2325,22900.0,28900,12248.42969,2045.2854,3590,3760,7450.0,9350,12200,27450,44650.0,197
80,2021-06-17,5100,43000,6100,732000,11500,26750,1225.985107,175000,30250.0,294500.0,1870,30250.0,99100.0,31700.0,1245,2300,23800.0,28700,13232.37598,2230.13623,3630,3800,7570.0,9490,12000,28350,45000.0,200
81,2021-06-16,4995,42450,5870,750000,11600,27200,1275.56543,178000,30150.0,296000.0,1870,30150.0,97300.0,30850.0,1290,2200,25000.0,28600,13300.23438,2203.302979,3635,3795,7760.0,9660,12350,28200,44950.0,201
82,2021-06-15,5030,42950,5860,792000,11300,27050,1275.56543,177500,30400.0,300000.0,1830,30400.0,97200.0,30600.0,1290,2095,24900.0,27750,13639.52539,2221.191895,3615,3825,7650.0,9370,12650,28900,44900.0,201
83,2021-06-14,5070,43150,5250,790000,11550,25600,1248.521606,174500,30500.0,301500.0,1825,30500.0,94500.0,30100.0,1285,2040,24800.0,28350,13300.23438,2164.543945,3750,3995,7560.0,9450,12150,27900,44250.0,131
84,2021-06-11,4945,43850,4045,812000,11850,25250,1289.08728,186000,30400.0,303000.0,1805,30400.0,96000.0,30400.0,1305,1970,24950.0,29000,13130.58789,2191.377197,3740,4155,8000.0,9420,12300,28350,45000.0,208
85,2021-06-10,4885,41900,3775,801000,11850,24600,1284.579956,188000,30350.0,298500.0,1805,30350.0,97800.0,31500.0,1210,1985,25150.0,29400,13741.31348,2218.210449,3680,4465,7970.0,9450,12100,28850,44600.0,204
86,2021-06-09,5130,42200,3805,787000,12150,25550,1271.058105,185500,30550.0,302000.0,1810,30550.0,98100.0,31950.0,1200,1995,26250.0,29750,14216.32129,2277.839844,3740,4840,7890.0,9460,12000,28750,44300.0,212
87,2021-06-08,5130,43100,3820,792000,10950,26200,1234.999756,187000,30550.0,298000.0,1805,30550.0,97200.0,32100.0,1215,1875,24650.0,29450,14521.68457,2230.13623,3650,4685,7720.0,9650,12150,28800,44650.0,183
88,2021-06-07,5400,43300,3880,790000,12150,26950,1221.477783,190500,30650.0,297000.0,1820,30650.0,98000.0,34250.0,1210,1950,24200.0,29200,14046.67578,2259.950928,3715,4725,7720.0,9790,12400,27950,44650.0,139
89,2021-06-04,5710,44100,3860,816000,10950,27800,1234.999756,191000,30800.0,299000.0,1835,30800.0,100000.0,34600.0,1195,1910,24700.0,29550,14148.46289,2248.025146,3745,4845,7950.0,9480,12500,28450,45400.0,277
90,2021-06-03,5900,45000,3950,810000,12450,27650,1266.550781,190000,30900.0,302000.0,1825,30900.0,102500.0,36500.0,1200,1860,24750.0,30950,14318.10938,2265.913818,3740,4895,7940.0,9550,12450,29650,45900.0,206
91,2021-06-02,5640,45050,3985,792000,11450,27700,1257.536255,186500,31200.0,299500.0,1860,31200.0,108500.0,36800.0,1210,1870,25300.0,30900,15166.33887,2307.654297,3750,5020,7930.0,9780,12450,31450,46550.0,215
92,2021-06-01,5530,45800,3920,800000,11000,27950,1271.058105,182500,31100.0,297500.0,1820,31100.0,108500.0,36000.0,1175,1825,25900.0,29200,15539.55957,2334.487549,3575,5520,7870.0,9780,12750,30400,46100.0,258
93,2021-05-31,5430,44600,3795,805000,11150,26600,1275.56543,184500,30350.0,299000.0,1805,30350.0,111000.0,36550.0,1170,1840,25650.0,28950,16470.5,2468.653564,3555,5410,7830.0,9910,12800,30900,46050.0,147
94,2021-05-28,5600,45400,3760,797000,11250,26050,1262.043457,183000,30500.0,297500.0,1800,30500.0,113000.0,37450.0,1170,1745,25250.0,27000,16550.45313,2373.246582,3380,5240,7840.0,9880,12750,31100,45500.0,194
95,2021-05-27,5600,45750,3590,800000,10550,26400,1248.521606,183500,30450.0,305500.0,1800,30450.0,112000.0,36700.0,1145,1695,25350.0,27050,16870.26953,2361.320801,3390,5280,7810.0,9990,13000,30450,45500.0,214
96,2021-05-26,5440,45050,3630,822000,10450,26400,1253.028931,187500,30650.0,329500.0,1810,30650.0,111500.0,36100.0,1160,1645,24900.0,26250,16550.45313,2298.709961,3230,5400,7760.0,9780,13250,30300,45750.0,218
97,2021-05-25,5200,43500,3605,825000,10450,26750,1239.506958,185500,30500.0,320000.0,1775,30500.0,108500.0,35700.0,1140,1580,24500.0,25950,16350.56934,2236.099121,3175,5570,7640.0,9620,12900,29500,45850.0,261
98,2021-05-24,4940,43150,3510,824000,9760,26050,1189.926758,179000,30500.0,328500.0,1705,30500.0,103500.0,35000.0,1155,1580,23800.0,24950,15830.86914,2206.284668,3160,5160,8250.0,9960,12950,28800,44850.0,138
99,2021-05-21,4990,44500,3615,810000,10000,26100,1077.244263,169500,30350.0,316500.0,1790,30350.0,97000.0,32200.0,1180,1710,22250.0,24600,15191.23731,2092.98877,3270,4750,7870.0,9990,12600,27400,43950.0,208
100,2021-05-20,5120,44300,3730,875000,9900,26600,1144.85376,180500,30350.0,336500.0,1780,30350.0,101500.0,34250.0,1190,1780,23350.0,25500,15790.8916,2155.599609,3285,4905,8080.0,10200,12150,28800,43600.0,172
101,2021-05-18,5220,43300,3740,866000,9820,25700,1135.839111,180500,30150.0,337000.0,1835,30150.0,100500.0,33250.0,1130,1760,22750.0,25450,15391.12207,2131.747803,3270,4780,8050.0,9950,12350,28400,43850.0,249
102,2021-05-17,5330,42950,3490,832000,9490,25450,1131.331909,177000,29900.0,338000.0,1800,29900.0,100000.0,33400.0,1150,1775,22750.0,26100,15431.09961,2092.98877,3300,4670,8100.0,10350,11700,28150,44250.0,172
103,2021-05-14,5590,43100,3980,857000,9790,27850,1167.390259,177000,30300.0,332000.0,1840,30300.0,100000.0,33050.0,1190,1800,22600.0,24450,15551.03027,2063.174316,3225,4655,8230.0,9350,11650,28600,44200.0,254
104,2021-05-13,5490,43000,3995,888000,9840,28450,1140.346436,176000,30300.0,329000.0,1785,30300.0,98500.0,32500.0,1180,1780,22350.0,23650,15191.23731,2072.118652,3220,4480,8060.0,10050,11550,28150,43600.0,231
105,2021-05-12,5280,43400,4020,920000,9740,28000,1126.824585,177500,30850.0,338000.0,2155,30850.0,98700.0,32250.0,1185,1795,22550.0,23900,14791.46875,2096.200684,3255,4450,7890.0,9910,11950,27650,43600.0,227
106,2021-05-11,5270,43700,4020,943000,9750,28350,1162.882935,179000,31100.0,346000.0,1660,31100.0,103000.0,33750.0,1215,1850,22300.0,23800,14431.67578,2096.200684,3315,4530,7850.0,10050,12000,27900,43600.0,222
107,2021-05-10,4705,45600,4040,912000,9900,28500,1158.37561,174000,31050.0,339500.0,1650,31050.0,99400.0,32550.0,1240,1890,21750.0,23750,14071.88379,2072.302734,3325,4320,7730.0,9720,11900,26850,43450.0,163
108,2021-05-07,4815,46550,3970,909000,10000,28300,1158.37561,174000,31100.0,338000.0,1610,31100.0,100000.0,33050.0,1250,1880,21950.0,23300,14271.76758,2133.754883,3225,4660,7930.0,9360,11900,26950,43500.0,242
109,2021-05-06,4455,45050,3910,890000,10100,28450,1135.839111,169000,31050.0,328500.0,1630,31050.0,97700.0,32100.0,1230,1850,21450.0,22950,13951.95215,2072.302734,3300,4720,7790.0,8420,11800,26100,42500.0,179
110,2021-05-04,4560,43600,3885,891000,9830,29200,1144.85376,168500,31100.0,326000.0,1615,31100.0,97700.0,32050.0,1200,1785,21500.0,22300,13871.99902,2113.270752,3255,4685,7840.0,7870,11450,26350,42600.0,238
111,2021-05-03,4335,42150,3780,893000,9760,28250,1122.317261,171000,31000.0,339000.0,1620,31000.0,98200.0,32200.0,1225,1795,21700.0,22700,14111.86035,2103.028809,3300,4650,7870.0,8090,11550,26350,43000.0,184
112,2021-04-30,4595,43600,3795,964000,10000,29300,1135.839111,176500,31400.0,356500.0,1555,31400.0,99000.0,32200.0,1245,1800,22500.0,22600,14191.81445,2126.926758,3340,4760,8050.0,8440,11600,26650,43000.0,195
113,2021-04-29,4595,45000,3960,944000,9980,30000,1140.346436,177500,31700.0,357000.0,1550,31700.0,99200.0,32150.0,1265,1840,22000.0,21750,14231.79102,2126.926758,3215,4925,8150.0,8920,12100,26750,43100.0,227
114,2021-04-28,4335,46500,4000,995000,9970,29950,1167.390259,178000,31300.0,360500.0,1575,31300.0,101500.0,32950.0,1285,1870,22250.0,21850,14191.81445,2085.95874,3180,4970,8140.0,8030,12250,27250,43450.0,227
115,2021-04-27,3800,48700,4060,962000,10350,30950,1144.85376,177000,31250.0,369000.0,1615,31250.0,99200.0,32200.0,1330,1890,22400.0,21750,13752.06738,2068.888672,3260,4940,8320.0,8290,12750,27300,43700.0,257
116,2021-04-26,3830,49050,4150,945000,10550,31000,1153.868286,178000,31500.0,362000.0,1565,31500.0,99600.0,32850.0,1320,1915,23200.0,21650,13432.25195,2041.57666,3215,4920,8490.0,7710,13050,27500,43600.0,116
117,2021-04-23,3610,49300,4195,947000,10700,33000,1185.419434,177500,31450.0,382000.0,1520,31450.0,99600.0,32500.0,1325,1930,23150.0,20850,13712.09082,2007.436523,3105,4840,8790.0,7620,14150,27400,43900.0,253
