,Date,Asian economy,D&C,Digital_joseon,Ncsoft_Corporation,Play with,Vespa,Comtec_Systems,Samsung_SDS,Sultrux,CJ Cheiljedang,Hantop,Harim,Hyundai Motor,Kia Corporation,KR motors,Didim,Kangwon Land,Modutour,Korean_Air_Lines,T'Way Air ,Yerimdang,HMM,KSS Line ,Tewoong,Koreaeset,Samsung_Securities,Shinyoung Securitie,Co_num
362,2020-04-27,1500,22650,2025,839000,17700,10750,1168.775391,189000,,449000.0,1950,,236000.0,88700.0,797,1595,27300.0,12350,32250.0,4170.0,2395,47150,12800.0,4515,6700,44450,64800.0,4
363,2020-04-24,1475,22750,1675,834000,16700,10700,1305.0,187500,,452500.0,1900,,232000.0,87800.0,774,1535,26550.0,12400,31500.0,4025.0,2355,47200,12600.0,4480,6450,44100,64400.0,1
364,2020-04-23,1495,23300,1750,834000,16700,10650,1250.0,184000,,446000.0,1995,,229500.0,86900.0,832,1595,25850.0,12650,31000.0,3975.0,2420,45650,12350.0,4320,6790,43900,63900.0,0
365,2020-04-22,1500,22300,1670,800000,15950,10450,1235.0,182000,,442500.0,1990,,226000.0,86000.0,794,1475,25450.0,12300,30300.0,3825.0,2380,44650,12350.0,4305,6460,42850,63200.0,0
366,2020-04-21,1470,21850,1690,772000,15950,10550,1255.0,184000,,443000.0,1970,,230000.0,87700.0,807,1485,25800.0,12350,30500.0,3910.0,2350,43800,12300.0,4300,6140,43050,64000.0,2
367,2020-04-20,1535,21700,1725,777000,16400,11050,1230.0,187000,,444500.0,2070,,230000.0,87900.0,826,1550,26150.0,12600,30950.0,3985.0,2460,43500,12450.0,4420,6120,43600,64900.0,0
368,2020-04-17,1515,22250,1675,778000,16000,10700,1290.0,186500,,452000.0,2090,,230000.0,87600.0,803,1460,25650.0,12250,30550.0,3915.0,2445,42900,12350.0,4250,6030,43300,64500.0,2
369,2020-04-16,1420,22650,1630,804000,15550,10300,1270.0,186500,,461000.0,2095,,231500.0,88200.0,800,1435,26000.0,11650,30800.0,3930.0,2370,43100,12400.0,4175,5180,44550,64800.0,2
370,2020-04-14,1355,22500,1690,839000,14900,10450,1260.0,185500,,465000.0,2050,,230000.0,87100.0,804,1420,25900.0,11950,30900.0,3935.0,2385,43950,12350.0,4155,5200,44350,64300.0,5
371,2020-04-13,1335,20300,1615,827000,14850,10450,1250.0,183500,,472500.0,2035,,227500.0,85800.0,780,1375,25600.0,11950,30350.0,3825.0,2375,43900,12350.0,4025,5090,44200,64300.0,3
372,2020-04-10,1385,20300,1630,819000,15250,9960,1240.0,182500,,468000.0,2045,,227000.0,87100.0,826,1500,25500.0,12150,30000.0,3790.0,2495,42350,12300.0,3970,5370,43850,64000.0,3
373,2020-04-09,1400,20200,1645,809000,15700,9970,1250.0,181500,,463000.0,2115,,228000.0,87100.0,851,1275,25500.0,11650,30150.0,3780.0,2355,41800,12250.0,4050,5450,43500,64000.0,5
374,2020-04-08,1375,20550,1590,794000,15100,9850,1275.0,185000,,469500.0,2160,,228500.0,87400.0,835,1275,26100.0,11450,30400.0,3850.0,2300,41900,12250.0,4015,5420,44100,64100.0,11
375,2020-04-07,1360,21200,1615,812000,15200,9780,1475.0,185000,,470000.0,2085,,225500.0,86400.0,738,1265,26100.0,11100,30300.0,3860.0,2255,41900,12300.0,4095,5400,44550,64300.0,10
376,2020-04-06,1305,21300,1580,823000,15000,9660,1395.0,184500,,471000.0,2135,,224500.0,85900.0,722,1240,25700.0,10100,29950.0,3780.0,2075,40600,12150.0,3865,5260,43950,64800.0,8
377,2020-04-03,1240,21150,1505,806000,14950,9670,1325.0,185000,,470500.0,2075,,225000.0,86400.0,710,1190,26000.0,9660,30400.0,3865.0,2030,41450,12250.0,3750,5280,43900,64900.0,20
378,2020-04-02,1160,20450,1445,809000,14950,10100,1310.0,182500,,464000.0,2035,,222500.0,86100.0,640,1205,25950.0,9800,30150.0,3835.0,2025,41900,12150.0,3750,5310,43900,64800.0,20
379,2020-04-01,1115,19100,1445,841000,14200,9870,1320.0,185000,,479000.0,1995,,222000.0,86300.0,600,1200,26150.0,9810,30150.0,3850.0,2045,40800,12000.0,3630,5190,44250,64900.0,16
380,2020-03-31,1120,19600,1455,824000,10950,9600,1325.0,182500,,468000.0,1800,,218000.0,83600.0,599,1155,25900.0,9870,29900.0,3810.0,2130,40000,11800.0,3750,5430,44250,64300.0,24
381,2020-03-30,1060,17700,1425,824000,11100,8910,1270.0,185500,,478500.0,1580,,220000.0,84700.0,596,1095,26150.0,9680,29600.0,3760.0,2110,38650,11800.0,3840,5560,44150,64300.0,19
382,2020-03-27,1060,17050,1300,810000,10000,7330,1265.0,185000,,482000.0,1560,,223500.0,85800.0,594,1070,26250.0,9500,29700.0,3795.0,1910,37600,11600.0,3565,5390,44100,63900.0,15
383,2020-03-26,1010,16950,1315,812000,9720,6900,1265.0,188500,,492500.0,1485,,225000.0,87000.0,587,1075,26950.0,9750,31200.0,4100.0,1920,39500,11800.0,3025,5170,44900,64000.0,14
384,2020-03-25,1020,17750,1280,817000,8680,6450,1300.0,187500,,487000.0,1395,,223000.0,85700.0,547,975,26950.0,8950,30650.0,4070.0,1750,39500,11700.0,2900,4980,44550,64200.0,13
385,2020-03-24,903,18050,1195,823000,8670,5950,1335.0,187000,,492000.0,1385,,222500.0,85600.0,487,918,27200.0,8330,30600.0,4100.0,1540,39950,11650.0,2710,4600,44650,64300.0,13
386,2020-03-23,870,15600,1135,822000,7600,5150,1275.0,187000,,489500.0,1330,,221000.0,86200.0,457,879,27100.0,7690,30200.0,4050.0,1485,39650,11600.0,2540,4480,45000,64100.0,6
387,2020-03-20,947,16350,1220,815000,8000,5360,1220.0,182500,,462500.0,1350,,219000.0,84200.0,481,918,26800.0,8430,30000.0,3945.0,1590,38800,11500.0,2525,4680,46000,64100.0,17
388,2020-03-19,899,14800,1075,790000,7920,4650,1180.0,180000,,451500.0,1230,,218500.0,83100.0,441,822,27650.0,7860,30100.0,3970.0,1500,40150,11150.0,2100,4420,46650,64400.0,17
389,2020-03-18,1060,16950,1280,806000,9740,5970,1155.0,179000,,449000.0,1485,,219000.0,86600.0,549,1005,27300.0,9800,29900.0,3840.0,1855,40650,11250.0,2700,4670,47200,64700.0,11
390,2020-03-17,1120,18000,1390,786000,10200,6350,1140.0,175500,,445500.0,1500,,217000.0,85200.0,590,1065,26750.0,10350,29800.0,3710.0,1995,39150,11150.0,2955,4670,47000,64900.0,6
391,2020-03-16,1175,17400,1380,771000,10200,6280,1085.0,174500,,442000.0,1565,,213000.0,83200.0,633,1140,26050.0,10400,28700.0,3480.0,2100,38550,10900.0,2900,4500,46350,63700.0,11
392,2020-03-13,1295,19100,1470,788000,11200,7060,1090.0,174500,,447500.0,1680,,212500.0,83200.0,752,1165,26400.0,11250,29200.0,3585.0,2135,40850,10900.0,2920,4605,46550,64000.0,9
393,2020-03-12,1435,19900,1680,853000,11100,8140,1060.0,169500,,434000.0,1840,,206500.0,80400.0,579,1430,25350.0,12500,28400.0,3400.0,2350,38000,10600.0,3380,5430,45000,63000.0,12
394,2020-03-11,1500,20350,1810,826000,12300,9700,1005.0,166000,,426000.0,1935,,201500.0,79400.0,605,1620,25300.0,13450,27600.0,3330.0,2660,38200,10200.0,3845,6350,44750,62000.0,17
395,2020-03-10,1560,21200,1890,824000,12700,10250,1025.0,169000,,429500.0,1960,,204000.0,80000.0,626,1650,26150.0,13850,28700.0,3400.0,2725,37350,10750.0,3990,6740,46050,62300.0,46
396,2020-03-09,1515,21500,1940,847000,12300,10250,1065.0,171500,,443000.0,2000,,209500.0,81200.0,616,1765,26950.0,13400,29800.0,3640.0,2775,39300,11000.0,4050,6830,47300,63400.0,26
397,2020-03-06,1680,21900,2025,837000,13400,10750,1055.0,172000,,441500.0,2020,,209500.0,81600.0,656,1650,27300.0,14200,30300.0,3670.0,2980,39650,11050.0,4315,7240,47550,63700.0,7
398,2020-03-05,1730,22300,2080,709000,13950,11100,1070.0,169000,,437000.0,2015,,210000.0,82000.0,670,1735,27350.0,14950,30350.0,3740.0,3050,40650,11100.0,4490,7300,47800,63400.0,1
399,2020-03-04,1690,23200,2065,659000,13700,10800,1085.0,170500,,439000.0,2015,,208500.0,82100.0,670,1485,27250.0,14500,30250.0,3760.0,2875,40950,11000.0,4585,7170,48950,63500.0,7
400,2020-03-03,1690,23100,2020,649000,13600,10800,1080.0,169500,,448000.0,2005,,210000.0,82600.0,650,1420,27700.0,13650,31100.0,3805.0,2850,41000,11100.0,4600,6800,49650,63400.0,0
401,2020-03-02,1670,23200,2030,660000,13750,10650,1065.0,172500,,453500.0,1985,,212500.0,85100.0,660,1345,27700.0,13550,31300.0,3770.0,2835,42000,11100.0,4200,6630,49450,63000.0,6
402,2020-02-28,1655,22500,2020,637000,13300,10500,1105.0,172500,,446500.0,1965,,215000.0,85800.0,636,1375,27950.0,14150,31100.0,3835.0,2790,42000,11150.0,4130,6680,49500,63100.0,12
403,2020-02-27,1815,23900,2175,633000,13400,11450,1085.0,170000,,443500.0,2040,,211500.0,83800.0,665,1475,28300.0,14450,30800.0,3845.0,2970,40300,11150.0,4435,7300,50300,63400.0,9
404,2020-02-26,1815,24800,2260,622000,13900,11350,1030.0,171500,,444500.0,2095,,214500.0,85900.0,683,1530,28350.0,14950,31200.0,3865.0,3065,39300,11250.0,4800,7430,49100,63700.0,10
405,2020-02-25,1820,25000,2275,633000,14150,11700,1015.0,172500,,442000.0,2085,,215000.0,86200.0,705,1510,28150.0,14700,31200.0,3820.0,3110,38650,11350.0,5050,7710,49200,63100.0,16
406,2020-02-24,1800,23550,2235,616000,13500,11750,1035.0,171500,,442500.0,2000,,212500.0,86000.0,656,1580,28350.0,14500,30850.0,3835.0,3080,38450,11350.0,5720,7700,49200,63100.0,4
407,2020-02-21,1910,24600,2380,612000,14250,12100,1015.0,170000,,438000.0,2080,,213000.0,87400.0,719,1620,28450.0,14800,30700.0,3875.0,3275,38600,11300.0,5880,8240,49450,63000.0,2
408,2020-02-20,1955,23850,2420,611000,14500,12000,996.0,167000,,437500.0,2085,,208500.0,86000.0,790,1645,27650.0,15250,30200.0,3800.0,3310,38000,11100.0,5550,8560,48550,62500.0,5
409,2020-02-19,1970,23550,2405,607000,15000,12250,985.0,168000,,432500.0,2080,,206500.0,82500.0,925,1670,28050.0,15700,31300.0,3835.0,3390,38250,11400.0,5800,8790,49100,62400.0,2
410,2020-02-18,2010,23400,2415,591000,15450,12300,977.0,167500,,435000.0,2070,,205000.0,82600.0,250,1655,27900.0,16100,31200.0,3800.0,3440,38250,11400.0,5900,8800,48850,62300.0,0
411,2020-02-17,2060,24600,2400,599000,15850,12400,986.0,168000,,441000.0,2080,,209000.0,83400.0,250,1660,28100.0,16450,32450.0,4010.0,3480,38350,11650.0,5800,9000,49150,62400.0,0
412,2020-02-14,2075,23950,2295,596000,16200,12250,1000.0,169500,,435000.0,2040,,209500.0,83300.0,250,1695,28200.0,16100,32550.0,4050.0,3535,38400,11750.0,5290,9130,48900,62500.0,0
413,2020-02-13,2130,23100,2280,589000,16350,12350,982.0,167000,,429500.0,2045,,208000.0,84500.0,250,1690,28200.0,16350,32100.0,4000.0,3590,37950,11700.0,5120,9240,48900,62200.0,0
414,2020-02-12,2010,23050,2315,587000,16650,12350,978.0,168000,,431000.0,2065,,209000.0,84100.0,250,1715,28350.0,16350,32950.0,4170.0,3585,38550,11900.0,4950,9250,49400,63100.0,0
415,2020-02-11,1870,22500,2315,584000,16950,12350,961.0,165500,,432500.0,2075,,208500.0,84200.0,250,1690,28400.0,16200,34200.0,4295.0,3430,37850,11900.0,3810,9140,48750,62700.0,0
416,2020-02-10,1860,23350,2300,596000,16950,12450,962.0,164000,,430000.0,2065,,207000.0,82600.0,250,1740,28150.0,15800,34250.0,4185.0,3475,38050,11550.0,3810,9120,48500,62900.0,0
417,2020-02-07,1865,23100,2285,583000,16700,12500,966.0,164500,,429000.0,2100,,204000.0,82100.0,250,1740,28000.0,15700,34250.0,4155.0,3460,38400,11600.0,3875,8900,48500,62900.0,0
418,2020-02-06,1900,22500,2440,571000,17100,12700,952.0,160500,,416500.0,2115,,201500.0,80100.0,250,1735,28400.0,16100,33700.0,4130.0,3445,38150,11300.0,3920,8840,47850,62800.0,2
419,2020-02-05,1845,22800,2410,574000,17000,12350,945.0,160500,,410500.0,2110,,201500.0,81400.0,250,1680,28750.0,15800,33500.0,4195.0,3435,36800,11350.0,3850,8780,47200,62400.0,2
420,2020-02-04,1845,23600,2225,603000,17100,12200,953.0,160500,,409500.0,2070,,200000.0,81200.0,250,1670,28650.0,15750,33700.0,4130.0,3375,33700,11450.0,3815,8870,47900,63000.0,0
421,2020-02-03,1800,22850,2150,595000,15900,12200,926.0,158000,,401000.0,2100,,193500.0,78300.0,250,1665,28400.0,15300,33650.0,4120.0,3235,31800,11300.0,3760,8840,46800,62800.0,0
422,2020-01-31,1855,22750,2165,563000,15500,11750,885.0,156500,,397500.0,2020,,193500.0,77800.0,242,1725,29400.0,14750,33500.0,4250.0,3300,30300,11100.0,3730,9060,46500,62000.0,3
423,2020-01-30,1900,24550,2205,560000,16300,12400,872.0,157500,,391000.0,1895,,194000.0,74700.0,254,1830,28050.0,14850,31500.0,4075.0,3420,29050,10850.0,3900,9430,45950,62300.0,3
424,2020-01-29,1920,23200,2250,571000,17200,12500,903.0,158500,,397000.0,1900,,201000.0,79800.0,264,1870,28350.0,15200,31850.0,4095.0,3530,31500,10950.0,4130,9440,46750,62900.0,0
425,2020-01-28,1915,22300,2225,578000,17200,12550,913.0,160500,,399000.0,1900,,205000.0,81900.0,266,1860,28300.0,14700,31300.0,4015.0,3500,29050,10750.0,4135,9450,46100,63500.0,0
426,2020-01-23,1970,23700,2320,558000,18400,13300,896.0,150000,,392000.0,1940,,204500.0,82200.0,274,1955,28400.0,16200,31350.0,4000.0,3720,28950,10800.0,4510,9500,46150,62800.0,0
427,2020-01-22,1985,21350,2350,576000,17850,13450,918.0,153000,,398500.0,1940,,211000.0,84200.0,266,1940,28650.0,16650,31150.0,4030.0,3750,29300,10800.0,4555,9620,46650,62600.0,0
428,2020-01-21,1960,21200,2305,582000,17550,13550,932.0,156000,,403000.0,1955,,209000.0,84100.0,265,1920,28750.0,16600,30800.0,3935.0,3755,29900,11100.0,4560,9630,47100,63200.0,0
429,2020-01-20,1990,20300,2330,607000,17950,13850,944.0,157500,,400000.0,1960,,208500.0,83800.0,264,1950,29350.0,17550,31150.0,3990.0,3805,30000,11250.0,4665,9950,47450,63300.0,0
